ID,Post_ID,Date,Comment,Sentiment,Time
824,P1,19/09/2024,"Các cán bộ, nhân viên ngành Y tế Thủ đô đã và đang làm tốt công tác chăm sóc sức khỏe ban đầu, sơ cấp cứu, tư vấn sức khỏe, cấp thuốc miễn phí cho người dân vùng lũ.",Positive,20:15
825,P2,19/09/2024,"Mưa lũ làm nhiều tuyến đường giao thông bị hư hỏng, sụt lún, gây mất an toàn giao thông, người dân cần chú ý khi di chuyển.",Negative,22:00
826,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các hoạt động khai thác, vận chuyển, chế biến khoáng sản trong điều kiện mưa bão.",Neutral,23:45
827,P1,20/09/2024,"Hội Liên hiệp Thanh niên Việt Nam thành phố Hà Nội đã và đang phối hợp với Thành đoàn Hà Nội triển khai các đội hình thanh niên tình nguyện tham gia hỗ trợ, giúp đỡ người dân vùng lũ.",Positive,08:30
828,P2,20/09/2024,"Sau khi nước rút, các địa phương cần chủ động rà soát, kiểm tra, đánh giá tình trạng vệ sinh môi trường, nguồn nước sinh hoạt, kịp thời có biện pháp xử lý, khắc phục.",Positive,10:15
829,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh yêu cầu các Bộ, ngành, địa phương tiếp tục thực hiện nghiêm Công điện số 1063/CĐ-TTg ngày 18/9/2024 của Thủ tướng Chính phủ về việc tập trung ứng phó, khắc phục hậu quả mưa lũ.",Neutral,12:00
830,P1,21/09/2024,"Các doanh nghiệp hoạt động trong lĩnh vực sản xuất, cung ứng hàng hóa thiết yếu đã và đang nỗ lực đảm bảo nguồn cung, ổn định giá cả, không để xảy ra tình trạng khan hàng, sốt giá do mưa lũ.",Positive,13:45
831,P2,21/09/2024,"Chúng ta cần phải tăng cường nghiên cứu, ứng dụng các giải pháp khoa học - công nghệ để giám sát, dự báo, cảnh báo sớm và chính xác hơn các loại hình thiên tai.",Neutral,15:30
832,P3,17/09/2024,"Ủy ban nhân dân thành phố Hà Nội đã yêu cầu các đơn vị quản lý hồ chứa nước trên địa bàn phải thường xuyên theo dõi, kiểm tra, vận hành hồ chứa đúng quy trình, đảm bảo an toàn công trình và vùng hạ du.",Neutral,17:15
833,P1,17/09/2024,"Trời mưa to quá, đường ngập như sông, xe cộ đi lại rất khó khăn, nguy cơ tai nạn rất cao.",Negative,19:00
834,P2,17/09/2024,"Mưa lớn làm nước dâng cao, tràn vào các ao, hồ nuôi trồng thủy sản, gây thiệt hại lớn cho các hộ nuôi trồng thủy sản.",Negative,20:45
835,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ, giúp đỡ các hộ dân bị thiệt hại về nhà cửa, sớm ổn định chỗ ở, nhất là các hộ nghèo, khó khăn.",Neutral,22:30
836,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Phúc Thọ đang bị cô lập, không có nước sạch và thức ăn!",Negative,00:15
837,P2,18/09/2024,"Mưa lớn làm mực nước các hồ chứa thủy điện dâng cao, các đơn vị quản lý cần theo dõi chặt chẽ và có phương án vận hành an toàn, hiệu quả.",Neutral,08:00
838,P3,19/09/2024,"Chủ tịch nước Nguyễn Xuân Phúc yêu cầu các địa phương tập trung rà soát, thống kê chính xác thiệt hại do mưa lũ, báo cáo Chính phủ để có biện pháp hỗ trợ kịp thời, phù hợp.",Positive,09:45
839,P1,19/09/2024,"Các cán bộ, nhân viên ngành Giao thông vận tải Thủ đô đang nỗ lực ngày đêm, khẩn trương khắc phục các điểm sạt lở, hư hỏng, đảm bảo giao thông thông suốt.",Positive,11:30
840,P2,19/09/2024,"Mưa lũ làm nhiều bể chứa nước, giếng nước bị ngập, ô nhiễm, người dân cần chú ý vệ sinh, khử khuẩn trước khi sử dụng.",Negative,13:15
841,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các phương tiện vận tải, đặc biệt là xe khách, xe tải di chuyển trong điều kiện mưa bão, đường trơn trượt.",Neutral,15:00
842,P3,20/09/2024,"Cần có biện pháp đảm bảo an toàn cho học sinh, giáo viên khi đến trường sau mưa lũ.",Neutral,16:45
843,P1,20/09/2024,"Hội Nông dân các cấp đang tích cực hướng dẫn, hỗ trợ nông dân khôi phục sản xuất, chăm sóc cây trồng, vật nuôi sau lũ.",Positive,18:30
844,P2,20/09/2024,"Sau mưa lũ, nguy cơ ô nhiễm nguồn nước là rất cao, người dân cần sử dụng nước sạch, nước đã qua xử lý để đảm bảo sức khỏe.",Positive,20:15
845,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Công Thương chỉ đạo Tập đoàn Điện lực Việt Nam khẩn trương khôi phục hệ thống điện, đảm bảo cung cấp điện an toàn, ổn định cho sản xuất và sinh hoạt.",Positive,22:00
846,P1,21/09/2024,"Các doanh nghiệp trong lĩnh vực du lịch đã và đang triển khai các hoạt động hỗ trợ, giảm giá, kích cầu du lịch sau đợt mưa lũ.",Positive,23:45
847,P2,21/09/2024,"Chúng ta cần phải nâng cao năng lực thích ứng với biến đổi khí hậu, chủ động phòng, chống thiên tai, bảo vệ cuộc sống và sản xuất.",Neutral,08:30
848,P3,17/09/2024,"Bộ Tài chính đã ban hành văn bản hướng dẫn các địa phương sử dụng nguồn lực dự phòng ngân sách để khắc phục hậu quả mưa lũ.",Neutral,10:15
849,P1,17/09/2024,"Trời mưa, đường ngập, mình không giao hàng được, khách hủy đơn, buồn quá!",Negative,12:00
850,P2,17/09/2024,"Mưa lớn gây ngập lụt nhiều khu vực sản xuất nông nghiệp, gây thiệt hại lớn cho bà con nông dân.",Negative,13:45
851,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ kinh doanh bị thiệt hại do nước ngập, hàng hóa bị hư hỏng.",Neutral,15:30
852,P1,18/09/2024,"Cứu trợ gấp! Nhiều gia đình ở khu vực Quốc Oai đang bị cô lập, thiếu lương thực, nước uống!",Negative,17:15
853,P2,18/09/2024,"Mưa lớn làm sạt lở nhiều tuyến đê bao, đe dọa đến an toàn tính mạng và tài sản của người dân ven sông.",Negative,19:00
854,P3,19/09/2024,"Thủ tướng Chính phủ yêu cầu các địa phương bị ảnh hưởng bởi mưa lũ khẩn trương thống kê, đánh giá thiệt hại, đề xuất nhu cầu hỗ trợ, báo cáo Chính phủ.",Neutral,20:45
855,P1,19/09/2024,"Các cán bộ, chiến sĩ Bộ đội Biên phòng Thủ đô đã không quản ngại khó khăn, hiểm nguy, giúp dân chống lũ, bảo vệ tài sản.",Positive,22:30
856,P2,19/09/2024,"Mưa lũ làm nhiều cơ sở y tế bị hư hỏng, thiếu trang thiết bị, thuốc men, ảnh hưởng đến công tác khám, chữa bệnh cho nhân dân.",Negative,00:15
857,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho người lao động làm việc tại các khu công nghiệp, cụm công nghiệp trong điều kiện mưa bão.",Neutral,08:00
858,P1,20/09/2024,"Đoàn viên, thanh niên, sinh viên tình nguyện đang tích cực tham gia dọn dẹp vệ sinh, giúp các gia đình chính sách, neo đơn khắc phục hậu quả sau lũ.",Positive,09:45
859,P2,20/09/2024,"Sau khi nước rút, người dân cần chủ động dọn dẹp nhà cửa, sân vườn, khơi thông cống rãnh, phòng, chống muỗi, vằn.",Positive,11:30
860,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh yêu cầu các Bộ, ngành, địa phương tiếp tục huy động các nguồn lực, tập trung khắc phục nhanh hậu quả mưa lũ, sớm ổn định sản xuất và đời sống nhân dân.",Positive,13:15
861,P1,21/09/2024,"Các doanh nghiệp, nhà hảo tâm trong và ngoài nước đang tiếp tục quyên góp, ủng hộ tiền và hàng hóa cho đồng bào vùng lũ.",Positive,15:00
862,P2,21/09/2024,"Chúng ta cần phải đầu tư, nâng cấp, hoàn thiện hệ thống cơ sở hạ tầng kỹ thuật, đặc biệt là hệ thống tiêu thoát nước đô thị, để giảm thiểu ngập úng khi có mưa lớn.",Neutral,16:45
863,P3,17/09/2024,"Ủy ban nhân dân thành phố Hà Nội đã chỉ đạo các Sở, ngành, quận, huyện, thị xã triển khai các biện pháp đảm bảo an toàn cho người dân trong dịp nghỉ lễ Quốc khánh 2/9.",Neutral,18:30
864,P1,17/09/2024,"Trời mưa to quá, đường ngập sâu, xe mình bị chết máy, không biết làm sao bây giờ?",Negative,20:15
865,P2,17/09/2024,"Mưa lớn làm sạt lở bờ sông, cuốn trôi nhiều nhà cửa, tài sản của người dân.",Negative,22:00
866,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ dân bị thiệt hại về thủy sản do mưa lũ.",Neutral,23:45
867,P1,18/09/2024,"Cứu trợ gấp! Nhiều trẻ em, người già ở khu vực Chương Mỹ đang bị đói, khát, cần được hỗ trợ khẩn cấp!",Negative,08:30
868,P2,18/09/2024,"Mưa lớn làm nước sông Nhuệ, sông Đáy dâng cao, tràn qua nhiều tuyến đê, uy hiếp trực tiếp đến các khu dân cư ven sông.",Negative,10:15
869,P3,19/09/2024,"Chủ tịch nước Nguyễn Xuân Phúc đã có thư khen ngợi các lực lượng tham gia phòng, chống, khắc phục hậu quả mưa lũ.",Positive,12:00
870,P1,19/09/2024,"Những cán bộ, nhân viên ngành Điện lực đã không quản ngày đêm, nỗ lực khắc phục sự cố, đảm bảo cung cấp điện cho người dân vùng lũ.",Positive,13:45
871,P2,19/09/2024,"Mưa lũ làm nhiều trường học bị ngập nước, bùn đất, học sinh không thể đến trường.",Negative,15:30
872,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các hoạt động du lịch, thể thao trong điều kiện mưa bão.",Neutral,17:15
873,P1,20/09/2024,"Hội Liên hiệp Phụ nữ các cấp đang tích cực triển khai các hoạt động hỗ trợ phụ nữ, trẻ em bị ảnh hưởng bởi mưa lũ.",Positive,19:00
874,P2,20/09/2024,"Sau mưa lũ, công tác vệ sinh tiêu độc, khử trùng cần được triển khai đồng bộ, quyết liệt, không để phát sinh, lây lan dịch bệnh.",Positive,20:45
875,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Giao thông vận tải tập trung khắc phục các điểm sạt lở, đảm bảo giao thông thông suốt trên các tuyến quốc lộ.",Neutral,22:30
876,P1,21/09/2024,"Các cơ quan báo chí, truyền thông đã và đang thực hiện tốt vai trò cầu nối, đưa thông tin về tình hình mưa lũ và các hoạt động cứu trợ đến với đông đảo người dân.",Positive,00:15
877,P2,21/09/2024,"Chúng ta cần phải tăng cường trồng rừng ngập mặn, bảo vệ đê biển, đê sông, để giảm thiểu tác động của nước biển dâng, xâm nhập mặn.",Neutral,08:00
878,P3,17/09/2024,"Bộ Nông nghiệp và Phát triển nông thôn đã chỉ đạo các địa phương rà soát, thống kê thiệt hại về sản xuất nông nghiệp do mưa lũ, đề xuất biện pháp hỗ trợ.",Neutral,09:45
879,P1,17/09/2024,"Trời mưa to, đường ngập, mình phải xin nghỉ làm, mất một ngày công, buồn quá!",Negative,11:30
880,P2,17/09/2024,"Mưa lớn làm sạt lở nhiều tuyến đường giao thông miền núi, gây chia cắt, cô lập nhiều bản làng.",Negative,13:15
881,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ dân bị thiệt hại về gia cầm, gia súc, vật nuôi do mưa lũ.",Neutral,15:00
882,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Phúc Thọ đang bị cô lập, không có nước sạch và thức ăn!",Negative,16:45
883,P2,18/09/2024,"Mưa lớn làm nước sông Tích dâng cao, tràn qua đê bối, gây ngập lụt nhiều xã của huyện Ba Vì.",Negative,18:30
884,P3,19/09/2024,"Tổng Bí thư Nguyễn Phú Trọng đã gửi lời chia buồn sâu sắc đến các gia đình có người thân bị thiệt mạng trong đợt mưa lũ.",Positive,20:15
885,P1,19/09/2024,"Những người lính Bộ đội Cụ Hồ, Công an nhân dân, Dân quân tự vệ Thủ đô đã không quản ngại gian khổ, hiểm nguy, kịp thời cứu giúp nhân dân trong mưa lũ, được nhân dân tin yêu, quý mến.",Positive,22:00
886,P2,19/09/2024,"Mưa lũ làm nhiều cơ sở sản xuất công nghiệp, tiểu thủ công nghiệp bị hư hỏng máy móc, thiết bị, nguyên vật liệu, hàng hóa, gây thiệt hại lớn.",Negative,23:45
887,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các hoạt động vận tải hàng không trong điều kiện mưa bão.",Neutral,08:30
888,P1,20/09/2024,"Hội Chữ thập đỏ Việt Nam đang khẩn trương triển khai các hoạt động cứu trợ khẩn cấp, hỗ trợ người dân vùng lũ.",Positive,10:15
889,P2,20/09/2024,"Sau khi nước rút, người dân cần kiểm tra lại hệ thống điện, gas trong nhà, đảm bảo an toàn trước khi sử dụng.",Positive,12:00
890,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh yêu cầu các Bộ, ngành, địa phương tiếp tục rà soát, đánh giá thiệt hại do mưa lũ, đề xuất các giải pháp hỗ trợ người dân, doanh nghiệp khắc phục hậu quả, khôi phục sản xuất.",Neutral,13:45
891,P1,21/09/2024,"Các ngân hàng thương mại đã và đang triển khai các chương trình tín dụng ưu đãi, hỗ trợ cho vay phục hồi sản xuất, kinh doanh đối với các cá nhân, doanh nghiệp bị thiệt hại do mưa lũ.",Positive,15:30
892,P2,21/09/2024,"Chúng ta cần phải tăng cường truyền thông, nâng cao nhận thức, kỹ năng cho người dân, đặc biệt là ở vùng sâu, vùng xa, vùng đồng bào dân tộc thiểu số về phòng, chống, giảm nhẹ rủi ro thiên tai.",Neutral,17:15
893,P3,17/09/2024,"Bộ Công an đã chỉ đạo lực lượng Công an các địa phương phối hợp với các lực lượng chức năng tham gia ứng phó, khắc phục hậu quả mưa lũ.",Positive,19:00
894,P1,17/09/2024,"Trời mưa to, đường ngập, lại còn mất điện thoại, đen đủi quá!",Negative,20:45
895,P2,17/09/2024,"Mưa lớn làm mực nước các hồ chứa thủy lợi dâng cao, tiềm ẩn nguy cơ mất an toàn đập.",Negative,22:30
896,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ, giúp đỡ các hộ gia đình có người bị thương nặng do mưa lũ.",Neutral,00:15
897,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Mỹ Đức đang bị cô lập, không có thức ăn, nước uống!",Negative,08:00
898,P2,18/09/2024,"Mưa lớn làm nước sông dâng cao, cuốn trôi nhiều cầu tạm, cầu dân sinh, gây khó khăn cho việc đi lại của người dân.",Negative,09:45
899,P3,19/09/2024,"Thủ tướng Chính phủ chỉ đạo các Bộ, ngành, địa phương tập trung cứu chữa người bị thương, tổ chức thăm hỏi, động viên, hỗ trợ kịp thời các gia đình bị thiệt hại, nhất là các hộ có người bị chết, mất tích.",Positive,11:30
900,P1,19/09/2024,"Các y, bác sĩ, nhân viên y tế Thủ đô đã làm việc ngày đêm, không quản ngại khó khăn, vất vả để chăm sóc sức khỏe cho nhân dân, cứu chữa cho người bị nạn.",Positive,13:15
901,P2,19/09/2024,"Mưa lũ làm nhiều tuyến đường bị chia cắt, nhiều phương tiện giao thông bị hư hỏng, gây thiệt hại lớn về kinh tế - xã hội.",Negative,15:00
902,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các cơ sở sản xuất, kinh doanh trong điều kiện mưa bão.",Neutral,16:45
903,P1,20/09/2024,"Đoàn Thanh niên Cộng sản Hồ Chí Minh thành phố Hà Nội đã phát động trong đoàn viên, thanh niên đợt hoạt động “Vì đồng bào vùng lũ”, quyên góp, ủng hộ người dân bị ảnh hưởng do thiên tai.",Positive,18:30
904,P2,20/09/2024,"Sau mưa lũ, công tác vệ sinh môi trường cần được triển khai đồng bộ, toàn diện, đảm bảo không để dịch bệnh phát sinh, lây lan.",Positive,20:15
905,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Tài chính phối hợp với các địa phương rà soát, tổng hợp nhu cầu hỗ trợ gạo cứu đói cho nhân dân vùng bị ảnh hưởng bởi mưa lũ.",Neutral,22:00
906,P1,21/09/2024,"Các doanh nghiệp trong lĩnh vực nông nghiệp, thủy sản đã và đang triển khai các hoạt động hỗ trợ, cung cấp giống cây trồng, vật nuôi, thức ăn chăn nuôi cho bà con nông dân bị thiệt hại do mưa lũ.",Positive,23:45
907,P2,21/09/2024,"Chúng ta cần phải nâng cao hiệu quả hoạt động của hệ thống cảnh báo sớm, đảm bảo thông tin đến được với mọi người dân, đặc biệt là ở vùng sâu, vùng xa, vùng dễ bị thiên tai.",Neutral,08:30
908,P3,17/09/2024,"Bộ Kế hoạch và Đầu tư đã ban hành văn bản số 6702/BKHĐT-KTNN ngày 17/9/2024 hướng dẫn các địa phương rà soát, đánh giá thiệt hại, đề xuất nhu cầu hỗ trợ từ ngân sách trung ương.",Neutral,10:15
909,P1,17/09/2024,"Mưa to, nước ngập đường, mình bị ngã xe, ướt hết cả quần áo, điện thoại thì rơi xuống nước, hỏng luôn, xui xẻo quá!",Negative,12:00
910,P2,17/09/2024,"Mưa lớn làm sạt lở bờ sông, cuốn trôi nhiều diện tích hoa màu, cây ăn quả của người dân.",Negative,13:45
911,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ dân có trâu, bò, lợn, gà bị chết do mưa lũ.",Neutral,15:30
912,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Sơn Tây đang bị cô lập, thiếu lương thực, nước uống!",Negative,17:15
913,P2,18/09/2024,"Mưa lớn làm nước sông Hồng, sông Đáy dâng cao, uy hiếp trực tiếp đến an toàn tuyến đê hữu Hồng, đe dọa nghiêm trọng đến tính mạng và tài sản của nhân dân.",Negative,19:00
914,P3,19/09/2024,"Chủ tịch nước Nguyễn Xuân Phúc đã có thư động viên, chia sẻ những khó khăn, mất mát với đồng bào và chiến sĩ cả nước, đặc biệt là các địa phương bị ảnh hưởng nặng nề bởi mưa lũ.",Positive,20:45
915,P1,19/09/2024,"Những người lính Bộ đội Cụ Hồ, Công an nhân dân, Dân quân tự vệ Thủ đô đã không quản ngại gian khổ, hiểm nguy, kịp thời cứu giúp nhân dân trong mưa lũ, được nhân dân tin yêu, quý mến.",Positive,22:30
916,P2,19/09/2024,"Mưa lũ làm nhiều công trình giao thông, thủy lợi, trường học, trạm y tế, nhà ở của người dân bị hư hỏng, thiệt hại nặng nề.",Negative,00:15
917,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các hoạt động vận tải đường thủy nội địa trong điều kiện mưa bão.",Neutral,08:00
918,P1,20/09/2024,"Hội Liên hiệp Thanh niên Việt Nam thành phố Hà Nội đang triển khai các đội hình thanh niên tình nguyện hỗ trợ người dân khắc phục hậu quả mưa lũ, dọn dẹp vệ sinh môi trường.",Positive,09:45
919,P2,20/09/2024,"Sau mưa lũ, người dân cần chú ý đề phòng các bệnh về đường tiêu hóa, bệnh ngoài da, đau mắt đỏ.",Positive,11:30
920,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh yêu cầu các Bộ, ngành, địa phương tiếp tục thực hiện nghiêm Công điện số 1063/CĐ-TTg ngày 18/9/2024 của Thủ tướng Chính phủ về việc tập trung ứng phó, khắc phục hậu quả mưa lũ.",Neutral,13:15
921,P1,21/09/2024,"Các tổ chức, cá nhân trong và ngoài nước đã và đang có nhiều hoạt động thiết thực, hỗ trợ người dân vùng lũ nhu yếu phẩm, thuốc men, vật dụng sinh hoạt cần thiết.",Positive,15:00
922,P2,21/09/2024,"Chúng ta cần phải xây dựng các kế hoạch, phương án ứng phó với các tình huống thiên tai, thảm họa, đặc biệt là trong bối cảnh biến đổi khí hậu diễn biến phức tạp, khó lường.",Neutral,16:45
923,P3,17/09/2024,"Sở Nông nghiệp và Phát triển nông thôn Hà Nội đã chỉ đạo các đơn vị trực thuộc rà soát, kiểm tra hệ thống đê điều, hồ đập, sẵn sàng phương án ứng phó với mưa lũ.",Neutral,18:30
924,P1,17/09/2024,"Mưa to quá, nước ngập vào nhà, cả gia đình phải thức trắng đêm để tát nước, mệt mỏi quá!",Negative,20:15
925,P2,17/09/2024,"Mưa lớn gây ngập úng nhiều tuyến phố, các phương tiện tham gia giao thông di chuyển rất khó khăn, tiềm ẩn nguy cơ xảy ra tai nạn.",Negative,22:00
926,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ, giúp đỡ các hộ dân bị thiệt hại nặng nề về nhà cửa, tài sản do mưa lũ.",Neutral,23:45
927,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Chương Mỹ đang bị cô lập trên các gò cao, không có nước sạch để dùng!",Negative,08:30
928,P2,18/09/2024,"Mưa lớn làm nước sông dâng cao, nhiều khu vực trũng thấp ven sông bị ngập sâu từ 1-2m, người dân phải sơ tán khẩn cấp.",Negative,10:15
929,P3,19/09/2024,"Thủ tướng Chính phủ chỉ đạo các Bộ, ngành, địa phương tập trung cứu chữa người bị thương, tổ chức thăm hỏi, động viên, hỗ trợ kịp thời các gia đình bị thiệt hại, nhất là các hộ có người bị chết, mất tích.",Positive,12:00
930,P1,19/09/2024,"Các y, bác sĩ, nhân viên y tế Thủ đô đã làm việc ngày đêm, không quản ngại khó khăn, vất vả để chăm sóc sức khỏe cho nhân dân, cứu chữa cho người bị nạn.",Positive,13:45
931,P2,19/09/2024,"Mưa lũ làm nhiều cột điện, đường dây điện bị hư hỏng, gây mất điện trên diện rộng, ảnh hưởng lớn đến sản xuất và sinh hoạt.",Negative,15:30
932,P3,20/09/2024,"Cần có biện pháp bảo đảm an toàn cho các hoạt động thi công xây dựng trong điều kiện mưa bão.",Neutral,17:15
933,P1,20/09/2024,"Hội Nông dân các cấp đang tích cực tuyên truyền, vận động, hướng dẫn hội viên nông dân khắc phục hậu quả mưa lũ, khôi phục sản xuất.",Positive,19:00
934,P2,20/09/2024,"Sau khi nước rút, các địa phương cần khẩn trương tiêu độc, khử trùng, xử lý môi trường, phòng, chống các loại dịch bệnh.",Positive,20:45
935,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Y tế chủ động hỗ trợ các địa phương về nhân lực, vật tư y tế trong công tác khắc phục hậu quả mưa lũ, chăm sóc sức khỏe nhân dân.",Neutral,22:30
936,P1,21/09/2024,"Các doanh nghiệp kinh doanh nước sạch trên địa bàn Thành phố đã và đang triển khai các biện pháp đảm bảo cung cấp nước sạch an toàn, liên tục cho người dân, đặc biệt là tại các vùng bị ảnh hưởng bởi mưa lũ.",Positive,00:15
937,P2,21/09/2024,"Chúng ta cần phải đẩy mạnh nghiên cứu, ứng dụng các mô hình sinh kế thích ứng với biến đổi khí hậu, giúp người dân chủ động phòng, chống, giảm nhẹ rủi ro thiên tai.",Neutral,08:00
938,P3,17/09/2024,"Bộ Tài nguyên và Môi trường đã chỉ đạo Tổng cục Khí tượng Thủy văn tăng cường dự báo, cảnh báo mưa lũ, cung cấp thông tin đầy đủ, kịp thời cho các cơ quan chức năng và người dân.",Positive,09:45
939,P1,17/09/2024,"Mưa to, đường ngập, xe mình bị chết máy giữa đường, không biết làm sao để về nhà, chán quá!",Negative,11:30
940,P2,17/09/2024,"Mưa lớn gây ngập úng nhiều vườn cây ăn quả, nhiều loại cây ăn quả bị rụng non, gây thiệt hại lớn cho người trồng.",Negative,13:15
941,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ dân có diện tích nuôi trồng thủy sản bị thiệt hại do mưa lũ.",Neutral,15:00
942,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Thạch Thất đang bị cô lập, thiếu lương thực, nước uống và thuốc men!",Negative,16:45
943,P2,18/09/2024,"Mưa lớn làm sạt lở nhiều tuyến đường giao thông, gây ách tắc, khó khăn cho việc đi lại, vận chuyển hàng hóa.",Negative,18:30
944,P3,19/09/2024,"Chủ tịch nước Nguyễn Xuân Phúc đã có các cuộc điện đàm với lãnh đạo các tỉnh, thành phố trực thuộc Trung ương để chỉ đạo công tác khắc phục hậu quả mưa lũ, hỗ trợ người dân ổn định cuộc sống.",Positive,20:15
945,P1,19/09/2024,"Các cán bộ, chiến sĩ lực lượng vũ trang đã không quản ngại khó khăn, nguy hiểm, dầm mình trong mưa lũ để cứu hộ, cứu nạn, giúp đỡ nhân dân.",Positive,22:00
946,P2,19/09/2024,"Mưa lũ làm nhiều di tích lịch sử, văn hóa bị hư hỏng, cần có biện pháp tu bổ, tôn tạo kịp thời.",Negative,23:45
947,P3,20/09/2024,"Cần có biện pháp đảm bảo an toàn cho các cơ sở giáo dục, trường học trong điều kiện mưa bão.",Neutral,08:30
948,P1,20/09/2024,"Hội Liên hiệp Phụ nữ thành phố Hà Nội đang triển khai các hoạt động hỗ trợ phụ nữ, trẻ em có hoàn cảnh khó khăn bị ảnh hưởng bởi mưa lũ.",Positive,10:15
949,P2,20/09/2024,"Sau khi nước rút, các địa phương cần khẩn trương phun hóa chất tiêu độc, khử trùng, xử lý môi trường, phòng, chống các loại dịch bệnh.",Positive,12:00
950,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh yêu cầu các Bộ, ngành, địa phương tiếp tục rà soát, đánh giá thiệt hại do mưa lũ, đề xuất các giải pháp hỗ trợ người dân, doanh nghiệp khắc phục hậu quả, khôi phục sản xuất.",Neutral,13:45
951,P1,21/09/2024,"Các tổ chức tín dụng trên địa bàn Thành phố đã và đang triển khai các chương trình cho vay ưu đãi, hỗ trợ người dân vùng lũ khắc phục thiệt hại, ổn định cuộc sống.",Positive,15:30
952,P2,21/09/2024,"Chúng ta cần phải tăng cường truyền thông, nâng cao nhận thức, kỹ năng cho người dân, đặc biệt là ở vùng sâu, vùng xa, vùng đồng bào dân tộc thiểu số về phòng, chống, giảm nhẹ rủi ro thiên tai.",Neutral,17:15
953,P3,17/09/2024,"Sở Lao động - Thương binh và Xã hội Hà Nội đã chỉ đạo các đơn vị trực thuộc rà soát, thống kê các đối tượng chính sách, người có công, hộ nghèo bị ảnh hưởng bởi mưa lũ, đề xuất biện pháp hỗ trợ.",Neutral,19:00
954,P1,17/09/2024,"Trời mưa to quá, nước ngập vào nhà, cả gia đình phải thức trắng đêm để kê đồ đạc lên cao, vất vả, khổ sở quá!",Negative,20:45
955,P2,17/09/2024,"Mưa lớn làm nước dâng cao, tràn vào các ao, hồ nuôi trồng thủy sản, gây thiệt hại lớn cho các hộ nuôi trồng thủy sản.",Negative,22:30
956,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ cho các hộ dân có người bị chết, mất tích, nhà bị sập đổ hoàn toàn do mưa lũ.",Neutral,00:15
957,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Ba Vì đang bị cô lập trên các ngọn đồi, không có nước sạch và thức ăn!",Negative,08:00
958,P2,18/09/2024,"Mưa lớn làm mực nước các sông ở Hà Nội dâng cao, vượt mức báo động, nhiều khu vực bị ngập sâu, giao thông bị chia cắt.",Negative,09:45
959,P3,19/09/2024,"Thủ tướng Chính phủ chỉ đạo các địa phương tập trung hỗ trợ người dân sửa chữa, dựng lại nhà cửa bị hư hỏng do mưa lũ, đảm bảo người dân sớm có nơi ở ổn định.",Positive,11:30
960,P1,19/09/2024,"Các cán bộ, nhân viên ngành Y tế Thủ đô đã làm việc ngày đêm, không quản ngại khó khăn, vất vả để chăm sóc sức khỏe cho nhân dân, cứu chữa cho người bị nạn.",Positive,13:15
961,P2,19/09/2024,"Mưa lũ làm nhiều trạm bơm tiêu bị hư hỏng, ảnh hưởng đến khả năng tiêu úng, thoát nước cho đồng ruộng và khu dân cư.",Negative,15:00
